,index,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
4944,2272,15207,vw, Arteon,2019,Semi-Auto,4110,Diesel,150.0,60.1,2.0,26990
4945,2273,13439,merc, S Class,2014,Automatic,26000,Petrol,555.0,28.0,5.5,41980
4946,2274,16261,bmw, Z4,2015,Semi-Auto,22583,Petrol,200.0,41.5,2.0,16450
4947,2275,14158,bmw, X4,2020,Automatic,10,Diesel,145.0,42.8,2.0,40995
4948,2276,14310,bmw, X6,2018,Semi-Auto,6100,Diesel,145.0,47.1,3.0,36995
4949,2277,19200,audi, A7,2019,Semi-Auto,76,Diesel,145.0,47.1,2.0,35998
4950,2278,18857,ford, KA,2018,Manual,10437,Petrol,150.0,57.7,1.2,9000
4951,2279,13586,merc, V Class,2018,Semi-Auto,2748,Diesel,145.0,44.8,2.2,36399
4952,2280,12658,ford, Grand C-MAX,2015,Manual,64000,Diesel,30.0,64.2,1.5,7999
4953,2281,15610,toyota, Prius,2010,Automatic,67662,Hybrid,0.0,70.6,1.8,8700
4954,2282,13938,hyundi, I40,2019,Manual,10,Diesel,145.0,52.3,1.6,16000
4955,2283,19324,merc, X-CLASS,2019,Automatic,3740,Diesel,260.0,35.8,2.3,31950
4956,2284,12352,toyota, Land Cruiser,2015,Semi-Auto,3790,Diesel,300.0,38.2,2.8,35695
4957,2285,15628,merc, V Class,2019,Automatic,1002,Diesel,145.0,36.2,2.0,44490
4958,2286,17102,merc, CLS Class,2019,Semi-Auto,8264,Diesel,145.0,48.7,2.9,36000
4959,2287,16890,bmw, 8 Series,2019,Semi-Auto,8200,Petrol,145.0,26.7,4.4,72990
4960,2288,13883,vw, Scirocco,2017,Manual,13464,Diesel,20.0,67.3,2.0,16998
4961,2289,18817,audi, Q8,2019,Automatic,8300,Petrol,145.0,26.4,3.0,58000
4962,2290,18544,audi, A8,2019,Automatic,16584,Petrol,145.0,37.7,3.0,33992
4963,2291,14185,skoda, Scala,2020,Automatic,2645,Diesel,145.0,54.3,1.6,22499
4964,2292,15381,ford, KA,2014,Manual,31935,Petrol,30.0,57.7,1.2,3334
4965,2293,13960,vw, Beetle,2009,Manual,69000,Petrol,265.0,36.2,1.6,5990
4966,2294,16712,merc, V Class,2016,Automatic,42000,Diesel,235.0,44.8,2.1,31995
4967,2295,17405,hyundi, IX20,2015,Manual,27027,Petrol,125.0,50.4,1.4,6498
4968,2296,14297,toyota, Prius,2017,Automatic,28031,Hybrid,0.0,94.1,1.8,19313
4969,2297,18077,merc, CLS Class,2017,Automatic,19926,Diesel,160.0,51.4,3.0,24913
4970,2298,17807,hyundi, IX20,2017,Manual,14962,Diesel,145.0,64.2,1.6,9390
4971,2299,18558,merc, M Class,2015,Automatic,68279,Diesel,300.0,39.2,3.0,18789
4972,2300,14931,merc, GLS Class,2020,Semi-Auto,2596,Diesel,145.0,30.4,3.0,66990
4973,2301,15234,ford, Galaxy,2017,Manual,32841,Diesel,125.0,56.5,2.0,17999
4974,2302,12396,merc, S Class,2019,Automatic,582,Hybrid,135.0,122.9,3.0,56499
4975,2303,13777,bmw, M4,2019,Semi-Auto,1348,Petrol,145.0,34.0,3.0,41990
4976,2304,13599,ford, Grand C-MAX,2019,Manual,9693,Diesel,145.0,57.7,1.5,14950
4977,2305,17233,merc, CLS Class,2018,Semi-Auto,5203,Diesel,145.0,48.7,2.9,33980
4978,2306,12223,ford, Galaxy,2017,Automatic,7743,Diesel,145.0,52.3,2.0,20627
4979,2307,15394,vw, Scirocco,2014,Manual,49943,Diesel,20.0,55.4,2.0,10499
4980,2308,15011,audi, RS6,2014,Automatic,59894,Petrol,555.0,28.8,4.0,37000
4981,2309,14051,merc, M Class,2004,Semi-Auto,165000,Petrol,330.0,20.0,3.7,1995
4982,2310,15209,vw, Scirocco,2015,Manual,21800,Diesel,20.0,55.4,2.0,12999
4983,2311,15532,hyundi, IX35,2014,Manual,52000,Diesel,145.0,53.3,1.7,7890
4984,2312,19044,audi, SQ7,2017,Automatic,30000,Diesel,145.0,39.2,4.0,51990
4985,2313,16102,merc, M Class,2013,Semi-Auto,56979,Diesel,200.0,44.8,2.1,16991
4986,2314,14308,vw, CC,2014,Semi-Auto,40348,Diesel,145.0,54.3,2.0,9960
4987,2315,13484,ford, Edge,2016,Manual,21476,Diesel,205.0,47.9,2.0,18700
4988,2316,12458,vw, Amarok,2019,Automatic,8000,Diesel,260.0,33.6,3.0,35990
4989,2317,12968,merc, CLS Class,2017,Automatic,32977,Diesel,145.0,51.4,3.0,21900
4990,2318,18776,bmw, X4,2016,Automatic,44352,Diesel,150.0,54.3,2.0,21400
4991,2319,18770,bmw, M4,2019,Semi-Auto,24,Petrol,145.0,34.0,3.0,45475
4992,2320,15283,skoda, Scala,2019,Automatic,3128,Petrol,145.0,44.8,1.5,18499
4993,2321,13539,ford, Grand C-MAX,2016,Manual,6679,Petrol,30.0,54.3,1.0,11495
4994,2322,12782,audi, RS5,2019,Automatic,4009,Petrol,145.0,29.7,2.9,55292
4995,2323,17196,toyota, Prius,2017,Automatic,24128,Hybrid,135.0,64.2,1.8,22990
4996,2324,13373,vw, Arteon,2019,Automatic,4596,Diesel,145.0,50.4,2.0,29450
4997,2325,17236,toyota, Prius,2017,Automatic,66661,Hybrid,135.0,85.6,1.8,16498
4998,2326,17209,bmw, 8 Series,2019,Semi-Auto,2395,Petrol,145.0,33.2,3.0,53980
4999,2327,13500,vw, Amarok,2019,Automatic,1956,Diesel,260.0,33.6,3.0,36995
5000,2328,14611,vw, Caravelle,2020,Semi-Auto,17,Diesel,145.0,33.6,2.0,49980
5001,2329,14904,audi, A8,2012,Automatic,64900,Diesel,300.0,38.2,4.2,13290
5002,2330,17224,bmw, M4,2019,Automatic,1466,Petrol,145.0,34.0,3.0,49999
5003,2331,17928,audi, RS6,2016,Semi-Auto,49050,Petrol,325.0,29.4,4.0,44985
5004,2332,13703,audi, A7,2016,Automatic,56670,Diesel,125.0,61.4,3.0,18999
5005,2333,19149,hyundi, Santa Fe,2016,Manual,10236,Diesel,200.0,47.1,2.2,17790
5006,2334,12370,bmw, Z4,2019,Semi-Auto,1561,Petrol,150.0,33.2,3.0,38850
5007,2335,13863,vw, Arteon,2020,Semi-Auto,1558,Diesel,145.0,50.4,2.0,31995
5008,2336,15482,toyota, Verso,2017,Manual,29973,Petrol,200.0,41.5,1.6,12750
5009,2337,16309,hyundi, I800,2018,Automatic,35050,Diesel,145.0,33.6,2.5,14990
5010,2338,14011,skoda, Rapid,2013,Manual,50257,Petrol,125.0,52.3,1.2,4591
5011,2339,15911,merc, V Class,2020,Semi-Auto,1000,Diesel,145.0,36.2,2.0,52999
5012,2340,18662,bmw, M3,2005,Manual,115000,Petrol,315.0,20.8,3.2,10999
5013,2341,19068,ford, Galaxy,2018,Semi-Auto,23836,Diesel,145.0,52.3,2.0,17995
5014,2342,17470,merc, V Class,2018,Manual,22740,Diesel,145.0,46.3,2.1,20998
5015,2343,12478,bmw, 7 Series,2016,Automatic,8814,Petrol,300.0,35.3,4.4,35480
5016,2344,17602,toyota, PROACE VERSO,2019,Automatic,9119,Diesel,145.0,38.7,2.0,28456
5017,2345,19577,skoda, Scala,2020,Semi-Auto,1000,Petrol,145.0,47.1,1.0,19990
5018,2346,13358,vw, Arteon,2019,Automatic,5114,Diesel,145.0,37.7,2.0,28990
5019,2347,14684,vw, Scirocco,2017,Manual,29234,Diesel,145.0,53.3,2.0,15990
5020,2348,19045,audi, A7,2019,Automatic,4288,Diesel,145.0,38.2,3.0,42500
5021,2349,17148,merc, CLS Class,2019,Semi-Auto,7036,Diesel,145.0,48.7,2.9,36490
5022,2350,14957,audi, A8,2018,Semi-Auto,11341,Diesel,145.0,48.7,3.0,36000
5023,2351,19076,hyundi, IX35,2013,Manual,47232,Diesel,200.0,48.7,2.0,7776
5024,2352,14974,vauxhall, Antara,2013,Manual,82059,Diesel,235.0,44.1,2.2,5495
5025,2353,16010,ford, KA,2013,Manual,40289,Petrol,30.0,57.7,1.2,4995
5026,2354,14731,vauxhall, GTC,2015,Manual,79205,Petrol,165.0,47.1,1.4,5498
5027,2355,15885,vw, Arteon,2018,Semi-Auto,31593,Diesel,150.0,52.3,2.0,18498
5028,2356,13602,audi, RS6,2017,Automatic,22558,Petrol,145.0,29.4,4.0,61700
5029,2357,17309,skoda, Scala,2019,Manual,3570,Petrol,145.0,49.6,1.0,14995
5030,2358,15787,merc, CLA Class,2016,Automatic,28863,Diesel,125.0,58.9,2.1,18000
5031,2359,13727,ford, Grand C-MAX,2015,Manual,30858,Petrol,30.0,54.3,1.0,9975
5032,2360,19182,toyota, Prius,2019,Automatic,3700,Hybrid,135.0,64.2,1.8,23998
5033,2361,16332,bmw, 6 Series,2017,Automatic,25338,Diesel,200.0,49.6,3.0,23750
5034,2362,18216,skoda, Scala,2019,Semi-Auto,20,Petrol,145.0,47.1,1.0,20495
5035,2363,12826,audi, RS3,2019,Semi-Auto,14585,Petrol,150.0,29.7,2.5,46990
5036,2364,16520,bmw, X7,2019,Semi-Auto,4900,Diesel,145.0,33.6,3.0,67000
5037,2365,18123,vw, Scirocco,2017,Semi-Auto,28349,Petrol,145.0,44.1,2.0,14990
5038,2366,18043,merc, CLA Class,2016,Manual,91000,Diesel,20.0,67.3,2.1,10993
5039,2367,15760,skoda, Yeti,2017,Semi-Auto,10345,Petrol,125.0,51.4,1.2,14400
5040,2368,17777,bmw, M2,2019,Semi-Auto,1797,Petrol,145.0,29.1,3.0,42351
5041,2369,19085,toyota, Avensis,2013,Manual,51504,Diesel,30.0,62.8,2.0,6625
5042,2370,15979,vw, Jetta,2015,Manual,69988,Diesel,20.0,70.6,2.0,7498
5043,2371,19206,ford, Mustang,2019,Automatic,11,Petrol,145.0,30.7,2.3,37300
5044,2372,12367,ford, Edge,2018,Automatic,24230,Diesel,145.0,47.9,2.0,21810
5045,2373,12778,vw, Arteon,2019,Automatic,9956,Petrol,145.0,47.1,2.0,26690
5046,2374,17850,bmw, X7,2019,Automatic,9811,Diesel,145.0,33.6,3.0,62850
5047,2375,13230,vw, Scirocco,2017,Semi-Auto,14151,Diesel,145.0,53.3,2.0,17120
5048,2376,15202,merc, CLS Class,2017,Semi-Auto,46943,Diesel,145.0,57.7,2.1,19799
5049,2377,17686,vw, Scirocco,2017,Manual,15586,Petrol,145.0,52.3,1.4,13999
5050,2378,15655,ford, Edge,2017,Automatic,23318,Diesel,145.0,48.7,2.0,23499
5051,2379,19437,bmw, 7 Series,2017,Automatic,22000,Petrol,150.0,22.1,6.6,52950
5052,2380,17703,hyundi, I40,2015,Manual,34572,Diesel,30.0,65.7,1.7,9298
5053,2381,19055,vw, Caddy Maxi Life,2019,Manual,3349,Diesel,145.0,57.7,2.0,19499
5054,2382,15206,bmw, 7 Series,2018,Semi-Auto,39196,Diesel,145.0,54.3,3.0,31322
5055,2383,17080,ford, KA,2013,Manual,32966,Petrol,30.0,57.7,1.2,3999
5056,2384,14712,toyota, Land Cruiser,2014,Automatic,60000,Diesel,540.0,29.7,4.5,44990
5057,2385,19289,ford, Galaxy,2017,Manual,37614,Diesel,125.0,56.5,2.0,17999
5058,2386,12477,ford, Puma,2020,Manual,1000,Petrol,150.0,49.6,1.0,22998
5059,2387,13277,audi, A7,2019,Semi-Auto,4000,Diesel,145.0,38.7,3.0,40000
5060,2388,15806,ford, Galaxy,2017,Automatic,19921,Diesel,145.0,52.3,2.0,18500
5061,2389,15226,vw, Amarok,2019,Automatic,8906,Diesel,260.0,33.6,3.0,32895
5062,2390,15744,vw, Arteon,2019,Semi-Auto,18000,Petrol,145.0,47.1,2.0,25990
5063,2391,16266,skoda, Rapid,2014,Manual,47989,Petrol,125.0,52.3,1.2,6016
5064,2392,17176,skoda, Yeti,2017,Automatic,27700,Other,145.0,51.4,1.2,14480
5065,2393,13674,bmw, i3,2017,Automatic,36429,Hybrid,0.0,470.8,0.0,18500
5066,2394,16709,toyota, Prius,2017,Automatic,52926,Hybrid,135.0,94.1,1.8,18000
5067,2395,14344,vw, Arteon,2018,Semi-Auto,11555,Petrol,145.0,47.1,2.0,21498
5068,2396,15942,bmw, i3,2017,Automatic,23956,Other,135.0,470.8,0.6,19500
5069,2397,15684,skoda, Scala,2019,Manual,3431,Petrol,150.0,49.6,1.0,14995
5070,2398,18298,bmw, X4,2019,Semi-Auto,12733,Diesel,150.0,37.2,3.0,38500
5071,2399,16629,audi, Q8,2019,Automatic,7000,Diesel,145.0,33.6,3.0,58450
5072,2400,14639,skoda, Kamiq,2019,Manual,1234,Petrol,145.0,47.1,1.5,19950
5073,2401,14653,skoda, Rapid,2019,Manual,12850,Petrol,145.0,58.9,1.0,9545
5074,2402,12904,toyota, Prius,2016,Automatic,24715,Hybrid,0.0,94.1,1.8,18495
5075,2403,14788,toyota, Avensis,2017,Manual,29271,Petrol,145.0,45.6,1.8,13486
5076,2404,13596,vauxhall, Zafira Tourer,2017,Automatic,15411,Petrol,145.0,40.9,1.4,12900
5077,2405,17792,merc, G Class,2019,Semi-Auto,8691,Diesel,150.0,11.0,3.0,102502
5078,2406,16691,vw, Caravelle,2019,Automatic,4000,Diesel,145.0,32.8,2.0,41990
5079,2407,19388,vw, Arteon,2018,Semi-Auto,7829,Diesel,145.0,60.1,2.0,24485
5080,2408,13840,hyundi, IX35,2013,Automatic,28000,Diesel,300.0,39.2,2.0,10488
5081,2409,15832,merc, GLS Class,2018,Automatic,16489,Diesel,145.0,37.2,3.0,43286
5082,2410,13687,skoda, Rapid,2014,Semi-Auto,36792,Petrol,145.0,35.3,1.4,7290
5083,2411,19023,vw, Scirocco,2015,Manual,28578,Petrol,125.0,52.3,1.4,10391
5084,2412,12670,merc, GL Class,2016,Automatic,14253,Diesel,325.0,36.2,3.0,35371
5085,2413,13362,vw, Scirocco,2017,Automatic,16614,Petrol,145.0,44.1,2.0,14999
5086,2414,18642,audi, A7,2019,Semi-Auto,7968,Diesel,145.0,38.7,3.0,37950
5087,2415,16642,vw, Tiguan Allspace,2020,Semi-Auto,6000,Diesel,145.0,38.7,2.0,32472
5088,2416,14134,merc, X-CLASS,2018,Automatic,3500,Diesel,250.0,35.8,2.3,28490
5089,2417,14833,bmw, 7 Series,2019,Semi-Auto,101,Diesel,145.0,41.5,3.0,48782
5090,2418,16483,ford, Grand C-MAX,2017,Manual,62833,Diesel,30.0,64.2,1.5,8450
5091,2419,15368,skoda, Scala,2019,Manual,4990,Petrol,145.0,49.6,1.0,15290
5092,2420,19488,audi, A7,2014,Automatic,42709,Diesel,200.0,47.9,3.0,16800
5093,2421,17508,bmw, M6,2016,Semi-Auto,26642,Petrol,555.0,28.5,4.4,35898
5094,2422,16687,merc, GL Class,2014,Manual,23888,Diesel,30.0,62.8,2.1,14499
5095,2423,14436,skoda, Rapid,2017,Manual,39000,Petrol,30.0,57.7,1.2,8690
5096,2424,13832,vw, Arteon,2019,Automatic,5043,Petrol,145.0,47.1,2.0,25991
5097,2425,19565,hyundi, I40,2017,Manual,9225,Diesel,145.0,65.7,1.7,11690
5098,2426,14637,ford, Edge,2017,Automatic,31000,Diesel,145.0,48.7,2.0,19499
5099,2427,16104,vw, Scirocco,2016,Automatic,41284,Diesel,30.0,57.6,2.0,15000
5100,2428,14196,merc, CLS Class,2018,Semi-Auto,18559,Diesel,145.0,48.7,2.9,33000
5101,2429,18184,ford, Edge,2019,Semi-Auto,9685,Diesel,145.0,37.2,2.0,29999
5102,2430,19436,bmw, M4,2020,Semi-Auto,6,Petrol,145.0,34.0,3.0,45990
5103,2431,16734,merc, S Class,2015,Automatic,8051,Petrol,325.0,31.7,4.7,36499
5104,2432,18041,vw, California,2019,Automatic,10080,Diesel,260.0,29.1,2.0,57991
5105,2433,12456,vw, Tiguan Allspace,2020,Semi-Auto,5000,Diesel,145.0,38.7,2.0,34250
5106,2434,16105,audi, S4,2007,Manual,101000,Petrol,555.0,20.3,4.2,5995
5107,2435,14469,vw, Beetle,2015,Manual,48000,Petrol,140.0,48.7,1.4,8990
5108,2436,16393,audi, A7,2019,Semi-Auto,13502,Diesel,150.0,47.1,2.0,31990
5109,2437,16461,bmw, 7 Series,2014,Automatic,59640,Diesel,160.0,50.4,3.0,13840
5110,2438,12766,bmw, M4,2019,Semi-Auto,9244,Petrol,145.0,32.5,3.0,44980
5111,2439,14193,toyota, Prius,2016,Automatic,31055,Hybrid,0.0,94.1,1.8,16890
5112,2440,13374,merc, M Class,2014,Automatic,50974,Diesel,300.0,39.2,3.0,19495
5113,2441,12681,ford, Puma,2020,Manual,2548,Petrol,150.0,50.4,1.0,20890
5114,2442,13644,merc, SLK,2014,Semi-Auto,50027,Diesel,145.0,56.5,2.0,11999
5115,2443,14805,hyundi, I40,2015,Manual,41050,Diesel,30.0,65.7,1.7,7480
5116,2444,17498,bmw, 7 Series,2019,Semi-Auto,7606,Diesel,145.0,44.8,3.0,50980
5117,2445,16881,bmw, M4,2020,Semi-Auto,105,Petrol,145.0,32.5,3.0,47950
5118,2446,14208,bmw, X4,2020,Semi-Auto,11,Diesel,145.0,37.2,3.0,44995
5119,2447,17008,skoda, Roomster,2015,Manual,24600,Diesel,125.0,60.1,1.6,7000
5120,2448,14139,skoda, Rapid,2017,Manual,10000,Petrol,150.0,57.7,1.2,8699
5121,2449,18007,skoda, Scala,2019,Semi-Auto,1211,Petrol,145.0,45.6,1.5,18000
5122,2450,12582,ford, Grand C-MAX,2016,Manual,29592,Diesel,30.0,64.2,1.5,9940
5123,2451,17596,skoda, Yeti,2014,Semi-Auto,14569,Petrol,160.0,44.8,1.2,11440
5124,2452,12597,ford, Grand C-MAX,2016,Manual,59478,Petrol,30.0,54.3,1.0,9351
5125,2453,12909,vw, Scirocco,2016,Automatic,25564,Diesel,30.0,57.6,2.0,13661
5126,2454,16121,skoda, Scala,2020,Semi-Auto,1000,Petrol,145.0,45.6,1.5,19999
5127,2455,13975,hyundi, IX35,2013,Manual,34500,Diesel,145.0,53.3,1.7,8200
5128,2456,13855,hyundi, IX20,2017,Manual,7609,Petrol,145.0,50.4,1.4,9670
5129,2457,15427,ford, Galaxy,2013,Manual,45987,Diesel,145.0,52.3,1.6,8790
5130,2458,14349,toyota, Prius,2017,Automatic,43960,Hybrid,0.0,94.1,1.8,17000
5131,2459,18368,toyota, Verso,2017,Semi-Auto,17145,Petrol,200.0,42.8,1.8,13495
5132,2460,14237,audi, RS3,2015,Semi-Auto,49000,Petrol,300.0,34.9,2.5,26795
5133,2461,14445,ford, Tourneo Connect,2019,Manual,4605,Diesel,145.0,61.4,1.5,19998
5134,2462,16338,audi, R8,2007,Automatic,39000,Petrol,515.0,21.0,4.2,42992
5135,2463,13260,hyundi, I800,2019,Automatic,1477,Diesel,145.0,31.7,2.5,19998
5136,2464,18235,vw, Scirocco,2018,Manual,10416,Diesel,145.0,55.4,2.0,19500
5137,2465,18754,hyundi, IX20,2016,Manual,8648,Petrol,125.0,50.4,1.4,8995
5138,2466,16727,toyota, Prius,2009,Automatic,57861,Hybrid,0.0,70.6,1.8,6850
5139,2467,15222,merc, X-CLASS,2017,Automatic,22500,Diesel,260.0,35.8,2.3,29990
5140,2468,14687,merc, CLS Class,2016,Semi-Auto,39652,Diesel,160.0,49.6,3.0,22450
5141,2469,13907,hyundi, IX20,2017,Automatic,9595,Petrol,160.0,43.5,1.6,10298
5142,2470,15066,vw, Caddy Maxi Life,2018,Manual,9626,Diesel,145.0,55.4,2.0,17499
5143,2471,14509,hyundi, IX20,2015,Manual,42858,Petrol,125.0,50.4,1.4,7295
5144,2472,14470,toyota, Avensis,2014,Manual,51353,Diesel,30.0,62.8,2.0,7485
5145,2473,17145,ford, Grand C-MAX,2012,Manual,71848,Petrol,200.0,40.9,1.6,5990
5146,2474,16379,merc, GLS Class,2017,Automatic,25605,Diesel,145.0,37.2,3.0,39498
5147,2475,14195,vauxhall, Zafira Tourer,2017,Automatic,15000,Petrol,200.0,40.9,1.4,12200
5148,2476,14214,hyundi, I40,2019,Manual,10,Diesel,145.0,52.3,1.6,19995
5149,2477,19454,vw, Beetle,2015,Manual,32800,Petrol,150.0,47.9,1.2,10950
5150,2478,16231,skoda, Rapid,2013,Manual,53472,Petrol,30.0,55.4,1.2,6295
5151,2479,13735,toyota, Land Cruiser,2019,Semi-Auto,22845,Diesel,150.0,30.1,2.8,42990
5152,2480,16984,hyundi, IX35,2014,Manual,64021,Diesel,145.0,53.3,1.7,6995
5153,2481,16512,bmw, i3,2017,Automatic,28169,Hybrid,0.0,470.8,0.0,23751
5154,2482,16506,bmw, 6 Series,2019,Semi-Auto,6081,Diesel,150.0,42.2,2.0,32785
5155,2483,18750,merc, GLS Class,2016,Automatic,42924,Diesel,300.0,37.2,3.0,33000
5156,2484,18646,ford, Mustang,2019,Semi-Auto,756,Petrol,150.0,22.6,5.0,42000
5157,2485,13476,hyundi, Santa Fe,2019,Semi-Auto,6918,Diesel,145.0,39.2,2.2,35995
5158,2486,15774,toyota, Prius,2017,Automatic,11996,Hybrid,0.0,94.1,1.8,19000
5159,2487,14446,hyundi, I800,2019,Automatic,14674,Diesel,145.0,31.7,2.5,19000
5160,2488,17483,bmw, Z4,2019,Semi-Auto,3140,Petrol,145.0,33.2,3.0,38156
5161,2489,16892,toyota, Land Cruiser,2013,Automatic,33000,Diesel,325.0,34.9,3.0,25350
5162,2490,18670,ford, Grand C-MAX,2017,Manual,12124,Diesel,30.0,64.2,1.5,11698
5163,2491,16107,merc, CLA Class,2016,Automatic,32150,Diesel,20.0,67.3,2.1,18980
5164,2492,17203,merc, V Class,2016,Manual,21981,Diesel,200.0,46.3,2.1,17998
5165,2493,19591,hyundi, IX35,2013,Manual,91001,Diesel,150.0,48.7,1.7,5698
5166,2494,17954,vw, Arteon,2019,Automatic,9000,Petrol,145.0,47.1,2.0,23990
5167,2495,13124,vw, Caddy Maxi Life,2017,Manual,25810,Diesel,125.0,58.9,2.0,15995
5168,2496,13718,hyundi, IX35,2013,Manual,56726,Diesel,150.0,48.7,1.7,6498
5169,2497,16213,ford, Grand C-MAX,2017,Manual,15077,Diesel,30.0,64.2,1.5,12500
5170,2498,14319,bmw, X4,2019,Semi-Auto,15118,Petrol,150.0,26.9,3.0,38000
5171,2499,15679,hyundi, Santa Fe,2017,Manual,26800,Diesel,145.0,47.1,2.2,18579
5172,2500,16236,merc, V Class,2010,Automatic,259000,Diesel,540.0,30.7,3.0,6949
5173,2501,15923,merc, S Class,2018,Semi-Auto,5147,Diesel,145.0,52.3,3.0,45842
5174,2502,12217,merc, GL Class,2018,Automatic,2880,Diesel,145.0,56.5,2.1,20999
5175,2503,19148,hyundi, I40,2017,Manual,34328,Diesel,145.0,67.3,1.7,10465
5176,2504,15640,vauxhall, Zafira Tourer,2017,Manual,27629,Petrol,200.0,42.2,1.4,10200
5177,2505,19409,bmw, X4,2019,Automatic,7555,Diesel,145.0,40.9,3.0,47541
5178,2506,12649,hyundi, I40,2015,Manual,31979,Diesel,30.0,65.7,1.7,8700
5179,2507,13866,merc, S Class,2019,Semi-Auto,1257,Petrol,145.0,34.0,4.0,87478
5180,2508,12684,merc, GLS Class,2019,Automatic,11663,Diesel,145.0,37.2,3.0,47980
5181,2509,17879,vw, Caddy Maxi Life,2019,Semi-Auto,13857,Diesel,145.0,54.3,2.0,18490
5182,2510,15966,audi, A8,2017,Automatic,15830,Diesel,200.0,47.1,3.0,25999
5183,2511,18691,hyundi, IX35,2015,Manual,67648,Diesel,145.0,54.3,1.7,7995
5184,2512,19122,hyundi, I800,2018,Manual,33887,Diesel,145.0,31.7,2.5,16299
5185,2513,14103,toyota, Hilux,2020,Automatic,5000,Diesel,260.0,2.8,2.4,30500
5186,2514,17948,vw, Scirocco,2017,Manual,19804,Petrol,145.0,47.1,2.0,15495
5187,2515,19543,merc, CLS Class,2017,Semi-Auto,36402,Diesel,160.0,51.4,3.0,22698
5188,2516,18185,vw, Arteon,2019,Semi-Auto,13005,Petrol,145.0,40.4,1.5,22995
5189,2517,13190,merc, GL Class,2017,Automatic,18345,Diesel,145.0,67.3,2.1,19499
5190,2518,15235,hyundi, IX20,2013,Manual,35300,Petrol,145.0,45.6,1.4,6000
5191,2519,19628,skoda, Rapid,2019,Manual,12850,Petrol,145.0,58.9,1.0,9545
5192,2520,17664,vauxhall, Combo Life,2019,Manual,7000,Diesel,145.0,53.3,1.5,13995
5193,2521,12505,vw, CC,2014,Manual,72719,Diesel,30.0,60.1,2.0,7627
5194,2522,18180,hyundi, Getz,2007,Manual,90800,Petrol,125.0,51.4,1.1,1295
5195,2523,17592,vw, Shuttle,2018,Manual,19712,Diesel,150.0,47.1,2.0,19498
5196,2524,18847,bmw, 7 Series,2016,Semi-Auto,20619,Diesel,145.0,54.3,3.0,29240
5197,2525,18038,skoda, Rapid,2015,Manual,76160,Diesel,0.0,67.3,1.6,6040
5198,2526,18039,bmw, 8 Series,2019,Automatic,10000,Diesel,145.0,40.4,3.0,55980
5199,2527,12063,ford, Edge,2016,Manual,52000,Diesel,200.0,47.9,2.0,17995
5200,2528,12671,toyota, Prius,2017,Automatic,36000,Hybrid,0.0,68.9,1.8,19995
5201,2529,13824,toyota, Camry,2019,Automatic,5059,Hybrid,135.0,52.3,2.5,27545
5202,2530,12305,vw, Scirocco,2015,Semi-Auto,46463,Diesel,125.0,53.3,2.0,11950
5203,2531,17365,audi, RS4,2019,Automatic,6000,Petrol,145.0,29.1,2.9,60990
5204,2532,12669,bmw, M4,2019,Semi-Auto,4500,Petrol,150.0,32.5,3.0,46950
5205,2533,18737,bmw, 6 Series,2013,Automatic,52635,Diesel,160.0,49.6,3.0,17339
5206,2534,17985,audi, R8,2014,Automatic,35000,Petrol,570.0,21.9,5.2,58450
5207,2535,15736,vw, Arteon,2019,Semi-Auto,5107,Diesel,150.0,62.8,2.0,24491
5208,2536,14614,vauxhall, GTC,2015,Manual,54071,Diesel,30.0,65.7,1.6,7990
5209,2537,12633,merc, GL Class,2015,Automatic,39775,Diesel,125.0,55.4,2.1,15999
5210,2538,19016,skoda, Yeti,2016,Manual,29426,Petrol,125.0,51.4,1.2,10350
5211,2539,17331,bmw, 8 Series,2020,Semi-Auto,101,Diesel,145.0,40.4,3.0,61995
5212,2540,17983,vw, CC,2013,Manual,69811,Diesel,30.0,60.1,2.0,7345
5213,2541,12585,skoda, Rapid,2017,Manual,20795,Petrol,20.0,57.7,1.2,8450
5214,2542,14905,vw, Arteon,2019,Semi-Auto,15,Petrol,145.0,36.2,2.0,26798
5215,2543,17735,vauxhall, Zafira Tourer,2017,Automatic,34416,Petrol,200.0,40.9,1.4,10790
5216,2544,17107,hyundi, IX20,2019,Manual,3850,Petrol,145.0,37.2,1.6,12490
5217,2545,17545,vw, Scirocco,2016,Manual,35730,Diesel,20.0,55.4,2.0,14290
5218,2546,19350,skoda, Rapid,2017,Manual,40700,Petrol,30.0,57.7,1.2,8750
5219,2547,12608,merc, V Class,2019,Automatic,4362,Diesel,145.0,45.6,2.2,44410
5220,2548,16300,skoda, Scala,2019,Automatic,200,Petrol,145.0,45.6,1.5,16980
5221,2549,16017,bmw, Z4,2014,Automatic,44027,Petrol,200.0,41.5,2.0,13499
5222,2550,14067,hyundi, I800,2018,Manual,39010,Diesel,145.0,37.7,2.5,13992
5223,2551,17639,vw, Jetta,2016,Automatic,34567,Diesel,30.0,62.8,2.0,9466
5224,2552,18178,merc, M Class,2013,Semi-Auto,84413,Diesel,205.0,44.8,2.1,14250
5225,2553,13145,audi, A7,2018,Semi-Auto,6850,Diesel,145.0,38.2,3.0,38995
5226,2554,17393,vw, Arteon,2019,Manual,10,Diesel,145.0,52.3,2.0,27498
5227,2555,18292,bmw, M4,2020,Semi-Auto,17,Petrol,150.0,32.5,3.0,48950
